Abissínio;2
American Shorthair;2
Angorá;2
Azul Russo;2
Bengal;2
Brazilian Shorthair;2
British Shorthair;2
Burmese;2
Chartreux;2
Cornish Rex;2
Devon Rex;2
Egyptian Mau;2
European Shorthair;2
Exótico;2
Himalaio;2
Maine Coon;2
Munchkin;2
Norwegian Forest;2
Oriental;2
Persa;2
Ragdoll;2
Sagrado da Birmânia;2
Savannah;2
Scottish Fold;2
Siamês;2
Sphynx;2
